"age","income","gender","web_visits","purchased"
30,9654.78639560752,0,15,0
31,4755.31635060906,0,0,0
25,5407.9116131179,1,27,1
24,9841.10715752468,1,14,0
52,1862.30169143528,1,4,0
62,1814.50620410033,0,14,0
63,9089.92261509411,1,3,0
30,4280.85888084024,1,24,0
70,1696.94782863371,1,12,0
62,1046.28918599337,0,36,0
63,5637.57399772294,1,44,1
35,2538.04970672354,0,45,0
37,2782.99388708547,0,25,0
49,5574.68160265125,1,23,1
69,9140.4121152591,0,40,1
60,3904.53659719788,1,18,0
25,7723.41502550989,0,14,0
64,5766.23042370193,1,1,0
25,3226.56517312862,1,45,1
32,2193.65505618043,0,5,0
50,8711.30247460678,1,24,0
38,7011.93435350433,1,36,0
67,6276.3127211947,1,25,0
58,5882.21881422214,0,24,0
61,7816.14037416875,1,32,1
34,6859.01997471228,1,39,0
62,8371.18189688772,0,30,0
65,4635.0697898306,0,28,0
50,3754.27071959712,1,31,1
70,7974.3749962654,1,11,0
40,6448.72334389947,0,36,1
23,8112.21739090979,1,33,0
34,1051.78042850457,1,29,0
45,8021.12395898439,0,32,0
55,4264.39533103257,1,7,0
21,4889.60338290781,0,15,0
27,8211.85469790362,1,17,0
46,5184.65752666816,1,17,0
64,8612.76290775277,1,25,0
40,1983.8188837748,1,32,0
19,7515.33803856,0,12,0
45,5114.98805065639,0,8,0
24,6377.41426075809,0,48,1
35,9088.05711776949,1,39,1
58,7956.52162004262,0,7,0
18,6139.86444869079,1,32,1
28,2590.45462892391,0,11,0
25,7670.76134728268,0,22,0
67,3250.14398014173,0,22,0
31,5565.15929545276,1,15,0
25,2626.69336399995,0,42,1
25,4401.0310145095,1,8,1
24,6737.86592832766,1,4,0
69,6007.47442967258,0,30,0
67,5725.26456764899,0,9,1
25,5295.55897577666,0,8,1
26,6878.60970408656,0,44,0
55,2493.41208254918,1,44,0
60,6868.58501285315,0,12,0
65,5076.70065900311,1,6,0
59,8895.11636225507,0,43,0
54,2263.43335863203,1,32,0
69,9633.19549942389,1,47,0
26,1187.00966215692,1,46,0
20,1857.19930427149,0,19,0
51,8791.87489347532,0,24,0
52,7013.17674433812,0,37,0
18,9260.81754243933,1,22,0
57,3444.06666303985,0,33,0
20,9456.54751034454,1,12,0
49,9287.60495875031,0,8,0
23,2494.17317612097,0,30,1
57,7820.52178145386,0,11,1
32,6590.66404495388,1,35,1
34,8949.6395024471,1,5,0
48,4657.55780949257,1,1,0
37,1973.56908814982,1,25,0
36,5533.20830408484,1,46,0
35,5795.16625171527,0,8,0
52,4739.94382703677,1,43,1
33,9519.49779922143,0,9,0
46,8789.31886772625,0,30,0
28,2740.60095334426,1,33,0
22,7501.04344030842,1,33,1
29,2438.39792627841,1,3,1
20,3269.35119507834,0,19,0
55,4986.88444471918,0,27,0
53,9547.13689442724,0,15,0
47,3267.81823090278,1,40,1
45,2840.44854762033,0,19,0
38,8178.77730866894,0,27,0
49,2016.02417579852,0,14,1
27,4028.18006882444,0,3,0
37,1705.2489197813,0,22,1
58,4756.2442754861,0,10,1
64,6550.239775097,0,28,1
59,1798.21088747121,1,30,1
47,3699.21527407132,1,31,1
67,6744.80303237215,0,12,0
28,3477.36514173448,0,45,0
45,7749.3030782789,0,45,0
35,1283.74811937101,0,23,1
19,1896.63603715599,1,12,0
38,2851.09897726215,1,1,1
54,9337.71516941488,0,1,0
54,5130.12646348216,1,33,0
69,2588.68470625021,0,41,0
36,1541.7506552767,0,2,1
32,7081.48008957505,1,31,0
45,1912.18398977071,1,46,0
41,6120.3870032914,0,8,0
51,1806.09604134224,0,0,0
59,2718.50250777788,0,42,0
70,7068.28782893717,1,45,1
37,3613.68394736201,1,12,0
55,7810.39161444642,0,41,0
22,8458.20693532005,1,34,0
35,1831.05435455218,0,16,1
44,5263.57705937698,0,24,1
58,7467.24750823341,1,43,0
48,4919.27225445397,1,5,0
28,2114.95344666764,1,40,1
46,8411.10537317581,1,0,0
18,8440.56666060351,0,18,1
24,6834.58794234321,0,4,0
63,4226.60082671791,1,23,0
57,4659.68072763644,1,33,0
52,7982.98985348083,1,44,0
66,6180.08785881102,1,48,1
30,7672.41579457186,1,2,0
33,1822.96402216889,1,20,0
45,5871.8488891609,0,27,1
50,6426.23742180876,0,28,0
54,2994.34308940545,1,47,0
66,9871.86105386354,0,2,0
25,9536.65861859918,1,17,0
68,4703.98102211766,1,42,1
21,8865.45231658965,1,37,0
61,3595.09863192216,1,29,0
60,8318.23889003135,1,36,1
28,9238.71176689863,0,27,1
27,7108.91046491452,0,49,0
68,8181.95214518346,0,45,0
24,1589.78457842022,0,49,0
38,9297.48017550446,1,31,0
66,1133.13010125421,1,50,0
63,7508.88668047264,1,26,0
70,2456.1477357056,1,7,0
28,6930.78616913408,1,36,0
19,6831.57285233028,0,28,0
30,7790.88730504736,1,30,0
42,4819.90454928018,0,37,0
40,2764.26003174856,0,34,0
37,1540.55106034502,0,31,0
21,6454.74691060372,1,34,1
52,2771.78134396672,1,16,1
27,7031.29947301932,0,10,0
69,8682.80344433151,0,16,1
18,9721.19237552397,1,0,0
37,1611.89639102668,0,27,0
36,8238.82650560699,0,32,1
56,2765.02947788686,0,30,0
56,9542.36455727369,0,9,1
49,3093.7458560802,1,6,0
49,5710.58039111085,1,25,0
56,5129.40276786685,0,22,1
54,2800.84434221499,0,37,0
59,1611.5295549389,0,29,0
65,2870.00188720413,0,23,0
48,8505.66731207073,1,42,1
39,1888.30282445997,0,34,1
70,9825.16606012359,1,0,0
38,1326.05373463593,1,14,1
45,6795.68935907446,1,31,0
64,4177.26691020653,0,12,0
31,5375.35781203769,1,48,0
42,3837.80530514196,0,1,1
50,9919.86296023242,1,17,0
54,9296.05862149037,1,49,0
29,4646.7603968922,0,32,0
37,1467.5875089597,1,10,0
24,3149.54864047468,1,18,0
45,6068.33819882013,1,16,0
50,6001.66295026429,0,11,1
58,4009.03453212231,1,20,0
64,8266.08323305845,1,24,0
39,7700.43644029647,1,28,0
40,8231.02882108651,0,45,1
40,8021.97982254438,1,7,1
40,5047.40054300055,1,20,0
58,2804.59171929397,1,18,0
37,7816.71947357245,0,0,0
61,4892.68642291427,0,34,1
27,3038.91901858151,0,30,1
20,4730.60645814985,0,47,1
26,7686.67574413121,0,37,0
44,2317.23197968677,1,18,0
28,3367.81782261096,0,7,0
56,5921.84988572262,1,1,0
34,7695.66937326454,1,46,1
21,4219.12190387957,0,10,0
58,5542.45748277754,0,10,0
64,3321.48430892266,0,4,0
45,2992.78429639526,1,35,1
48,2389.95202421211,1,43,0
50,5842.47259213589,1,6,0
70,5708.76331813633,1,33,1
60,1425.05257949233,0,39,0
50,5782.75446151383,0,36,1
47,5453.44714028761,0,48,0
40,3337.68058707938,1,47,0
54,3982.81086375937,0,41,1
34,9506.72750454396,0,10,1
57,3945.11813460849,1,31,0
34,2105.41831725277,1,34,0
21,3335.04952653311,1,29,0
40,4824.30421444587,1,20,0
68,8950.34228311852,0,6,1
40,3101.75100108609,0,37,0
45,1884.15868789889,0,18,0
33,8236.08641326427,1,23,0
29,3677.22117691301,0,5,0
70,8809.64445066638,0,30,0
49,1820.30975213274,0,32,0
20,1062.31216411106,0,7,0
24,3518.73430772685,0,10,0
59,3527.936918661,1,40,1
20,2396.38587250374,0,22,0
70,1256.43199984916,1,38,0
37,2953.86187918484,1,36,0
36,9701.85010088608,1,10,0
21,3305.52591336891,1,44,1
43,5998.42036701739,0,22,0
25,3034.62856751867,1,42,0
69,7026.50358062238,0,19,0
66,7721.69968159869,1,22,0
32,5559.83994691633,1,30,1
42,3272.19429472461,1,23,1
26,1537.72828471847,0,31,0
30,3006.50931079872,1,11,0
70,1508.71575600468,0,43,1
60,5739.79130270891,0,50,0
63,8298.59419632703,1,34,0
54,6004.13374463096,0,40,0
48,6772.03384088352,0,36,1
60,4764.25796584226,0,49,1
22,3094.64840893634,1,14,1
41,3693.34408617578,0,16,0
39,1688.91981989145,0,18,0
50,8146.15988684818,0,40,0
51,7800.92454818077,0,2,0
53,2568.79828474484,0,43,0
55,2642.70772971213,1,42,1
22,9267.97495433129,0,16,0
44,4442.60014547035,0,17,0
36,5888.81408539601,0,22,1
29,8062.70816898905,0,2,0
50,5270.43353579938,1,20,1
27,2696.08126045205,0,37,0
48,2365.67942611873,0,44,0
53,1834.45957396179,0,50,1
27,8131.19628909044,0,1,0
32,9760.25165035389,0,10,0
45,1564.20199782588,1,9,0
53,3705.13635524549,0,35,0
43,3676.60015332513,0,26,1
25,9671.14877165295,1,27,0
39,6532.45003847405,0,35,0
63,3884.83265391551,1,29,0
25,1519.61503387429,1,25,0
59,6988.32469480112,1,5,0
23,3400.24827979505,0,4,1
21,7296.19127325714,0,35,1
60,8928.26549219899,1,22,0
33,2076.07398252003,1,4,1
56,9285.08917242289,1,7,1
57,3074.67107940465,1,28,0
48,2836.72805759124,1,2,1
54,9721.06813895516,0,0,1
43,9244.31163887493,1,24,0
63,5414.99938815832,1,39,0
63,3238.43450751156,0,10,0
37,8699.97253664769,1,24,1
24,9376.1716093868,1,45,0
26,1454.97884461656,0,29,0
37,3916.38716030866,1,40,0
70,8421.51281773113,0,9,0
61,2110.58098287322,1,37,0
28,4428.73539216816,0,24,1
66,9865.26171956211,1,23,0
19,4871.34813214652,1,17,1
57,3751.40663795173,0,3,0
46,3659.98929995112,0,15,1
40,6070.35966869444,1,26,0
54,5239.3639748916,0,23,0
38,8570.72400674224,0,0,1
47,6184.30701550096,1,33,1
69,7189.00484079495,1,9,0
23,1373.72934818268,0,2,0
49,4892.92856771499,0,23,0
52,2902.48109353706,1,48,0
69,2761.55975344591,1,26,0
44,7068.68148292415,1,34,0
31,1195.22144622169,1,17,0
58,5063.28738224693,1,24,0
49,7700.68508107215,0,29,1
37,5873.69978940114,0,13,0
39,4777.94806333259,1,48,1
21,4442.52756657079,1,41,1
56,4473.87129743584,0,28,1
68,8995.91059191152,1,25,0
47,5857.8490363434,0,28,1
57,5507.11232563481,0,7,1
55,7304.20757457614,0,22,1
51,5215.45250690542,0,50,1
35,8504.07488457859,0,32,1
39,7794.44443597458,1,3,0
56,4332.26576982997,1,26,1
52,9902.5179380551,0,48,0
47,3470.21235036664,0,50,0
20,7363.0315028131,1,21,0
62,5902.23614010029,1,22,0
25,8892.08484161645,0,18,0
26,3942.42501026019,1,1,1
49,2840.33265523612,1,16,1
48,8414.44290243089,0,8,0
47,5764.55101720057,1,23,0
42,7817.14944425039,1,21,0
61,3798.369737342,0,18,1
36,3409.89182493649,1,29,0
19,8330.73231158778,1,32,0
61,9483.59206039459,1,18,0
56,6015.94528369606,0,7,0
38,8163.22762728669,0,29,0
35,7656.03177854791,1,14,1
27,5813.99649265222,0,15,1
68,9967.04525058158,0,3,0
67,5269.83736455441,0,24,0
65,3297.65525180846,0,24,0
64,2458.90230778605,0,23,0
64,7389.64240672067,1,12,1
20,3911.40980389901,1,4,1
23,2365.83932559006,1,1,0
65,3312.24545673467,1,0,0
61,3092.0815076679,0,46,0
48,7789.56660418771,1,40,0
64,8792.52222366631,1,12,0
69,5416.95895977318,1,19,0
50,5201.51482685469,1,16,0
61,1860.80354568549,0,10,0
37,6741.58052587882,0,11,0
59,2601.86617518775,1,25,0
23,3132.03317439184,0,15,0
68,5599.84141052701,0,48,0
57,5034.2409927398,0,9,1
39,2269.06632445753,0,13,0
69,2454.72241402604,1,50,1
61,3625.40199467912,0,12,0
61,7512.02684105374,0,18,1
51,3091.26140968874,0,41,1
23,2620.21789327264,0,36,1
27,6488.70479571633,0,5,1
59,4372.80011922121,0,49,0
24,9741.23729253188,0,25,0
60,3997.96956917271,0,36,0
34,5952.76208687574,1,24,0
57,6055.0178270787,0,23,1
70,3155.73572344147,1,42,0
54,4091.44975850359,0,4,1
32,1835.33259737305,0,16,0
34,1878.73423029669,1,33,0
32,2015.25053661317,0,28,1
62,6492.69353388809,1,46,0
66,9156.54529025778,0,20,0
34,7995.17450039275,0,37,0
38,5218.37090747431,1,27,0
47,9573.30606156029,1,38,0
53,8923.17383387126,0,3,0
19,1658.25036494061,0,30,0
29,8890.79133374617,0,20,0
58,9306.39265733771,0,47,0
44,9316.84527406469,1,27,0
20,2376.06500019319,0,41,0
36,1458.53460719809,0,15,1
51,4833.15920061432,1,7,0
41,1096.90257278271,1,14,0
53,2016.41746098176,0,9,0
44,5516.82017254643,1,3,0
31,9431.31757108495,0,27,1
57,1827.14179111645,0,28,0
66,5999.75900305435,1,41,0
38,8036.65850264952,0,36,1
39,5346.68553620577,0,15,0
51,7081.11831406131,1,33,0
70,7019.97655909508,1,34,1
40,5857.83091047779,1,16,0
41,9980.70226050913,0,3,0
54,5345.23638687097,0,25,0
52,3301.8362687435,0,48,0
54,7634.13832290098,0,36,0
53,7055.7684674859,1,0,0
62,8233.19715447724,0,30,1
65,5848.01683761179,0,3,0
30,8773.12189806253,1,48,1
21,6110.92979414389,0,17,0
64,5457.18624233268,0,40,0
33,8808.23919526301,1,11,0
59,2069.64440271258,1,43,0
40,6223.37994235568,0,23,1
49,5703.64109100774,1,28,1
65,5217.40069589578,1,21,1
40,7985.65105954185,0,4,1
22,6614.70249877311,1,46,0
70,4753.97604238242,1,47,0
68,3139.22760076821,1,43,0
29,3847.71476825699,0,36,0
50,9726.44208930433,0,16,0
36,5637.59289262816,0,18,0
56,9716.85720700771,1,5,0
57,5290.00740451738,0,14,0
33,2915.77083570883,1,39,0
61,3182.55221447907,1,14,0
27,1265.44813858345,1,13,0
25,4119.31370245293,1,48,0
37,9770.61580237933,0,29,0
35,7299.47804589756,1,27,0
69,7198.86040198617,1,35,0
55,8425.69866473787,0,46,0
56,1717.9979600478,1,30,0
48,8429.00185962208,1,33,0
51,2878.4958103206,1,6,0
70,3728.12344809063,1,9,1
66,2364.52266690321,0,48,0
44,2866.03268515319,0,38,1
29,5970.54465697147,0,29,0
30,1213.78180664033,0,2,1
45,4523.74291303568,0,31,1
67,1627.0693980623,1,36,0
45,9238.62248915248,1,48,0
61,3207.69188902341,0,0,1
24,9718.05923688225,0,13,1
59,8981.41657561064,0,50,0
56,8366.30495358258,0,3,0
46,1921.08143446967,1,29,0
27,5423.79976413213,0,40,1
25,2665.44307419099,0,41,1
29,8813.31251189113,0,49,0
63,1391.47722348571,0,30,0
49,3046.12273839302,1,27,0
38,7043.66838769056,1,24,0
48,3321.49151316844,0,10,0
36,1099.33320735581,0,37,0
56,5587.67475117929,1,47,0
41,8904.37881578691,1,33,1
26,4837.73972629569,0,25,1
25,1316.59932085313,1,34,0
51,2971.67831845582,0,20,0
43,8092.03697205521,0,35,1
46,6802.84752533771,1,49,0
58,1817.16088484973,1,22,0
59,3394.03693750501,1,21,1
65,4818.03945847787,1,9,0
56,8844.87451170571,0,3,1
40,2103.82920899428,1,24,0
44,4264.13664873689,1,30,1
21,5746.86557869427,0,43,0
51,4231.68286052532,1,43,0
43,4943.57987842523,1,6,0
64,5270.71278518997,0,30,1
18,7008.18204157986,1,49,0
24,9220.4985555727,0,36,0
34,3430.78303546645,0,21,0
48,7564.82498138212,1,20,1
60,3656.40369360335,1,21,0
53,6779.35494924895,0,20,0
53,2318.43289267272,1,38,1
55,8626.03288330138,0,32,1
37,2113.3525534533,1,34,0
34,2252.11305567063,0,49,0
64,2260.47996571288,1,37,1
58,8868.28407552093,0,18,0
63,9209.97549314052,1,22,0
57,5531.430559,0,18,0
63,9886.85734313913,1,4,0
43,1669.95360143483,1,31,0
34,5340.40911472403,0,17,0
66,3503.91848082654,0,49,0
49,7953.78333190456,0,29,0
43,4215.81718348898,0,8,0
24,4387.48598471284,0,35,1
22,9421.2908828631,0,48,0
66,2022.21607416868,1,12,1
46,1205.99880092777,0,8,1
41,4525.2070450224,1,33,0
38,4278.95381464623,1,42,0
65,8731.69603059068,1,7,0
38,2505.70226181298,0,48,0
54,2301.21132126078,0,23,0
28,6456.36780303903,0,31,0
66,8906.26435424201,0,19,1
49,5565.3032315895,0,1,0
40,7718.35233084857,1,24,1
28,8689.80375421233,1,50,0
40,5728.44147449359,0,22,1
53,8552.52360925078,1,23,1
39,6212.26150915027,0,47,1
45,7857.77519200929,0,22,0
67,8503.2064942643,1,15,1
34,9673.52031590417,0,13,1
32,3101.58701334149,1,17,0
51,2257.2628131602,1,37,0
50,6317.41262273863,1,43,1
26,3800.53927144036,0,42,1
52,1623.06660972536,1,49,1
21,8493.64075204358,1,6,0
58,3472.38636668772,1,21,0
28,3519.32643470354,0,50,1
36,3744.21038222499,1,11,0
58,1952.09705363959,0,31,0
59,2128.0314703472,0,46,0
33,6731.48439149372,1,14,0
61,1829.25497577526,0,25,0
30,8130.73619594797,1,35,0
41,9481.0996344313,0,16,0
39,3724.25159346312,0,16,0
30,6067.07248953171,0,37,1
64,1031.9358787965,1,6,0
21,6377.21871514805,1,30,0
25,2226.9755017478,0,27,0
27,8233.9910925366,0,28,0
54,1941.87860633247,1,33,0
35,4800.89230788872,0,9,0
31,3357.94397210702,0,47,0
55,8109.10771531053,1,5,1
39,4131.36649574153,1,6,0
46,4546.17709363811,1,44,0
36,8559.92136802524,1,17,0
36,7814.89197351038,1,35,0
67,1696.28707272932,1,48,0
55,1642.12339674123,1,17,0
57,3435.37029600702,1,22,0
24,2640.9112510737,1,10,0
48,3070.08226192556,0,42,0
61,4514.58644866943,1,46,0
53,9311.57362693921,0,44,0
29,5224.14162987843,1,9,0
66,1611.13627185114,0,49,0
27,2235.18651467748,1,47,0
57,1549.76574750617,0,3,0
27,5789.48533302173,0,24,0
32,8656.5424639266,1,11,0
27,6586.63917449303,1,32,0
46,5622.58160603233,0,27,1
28,5263.04064062424,1,20,1
67,3521.05760574341,1,25,1
69,1042.09371446632,0,26,1
61,3118.07477218099,1,22,0
19,7225.09083664045,1,9,0
50,1043.83383528329,0,7,0
38,5090.8429811243,1,15,0
36,6462.03351905569,1,20,1
32,5323.0101717636,1,39,1
62,4991.88507557847,1,43,0
23,1863.66403568536,1,17,0
20,8786.66942985728,0,16,0
43,5792.36096283421,0,24,0
60,3853.02797704935,1,25,1
53,8685.60399743728,0,49,0
27,8591.72101994045,1,48,1
64,2526.42532088794,0,4,0
20,6396.90051763318,0,36,0
21,2510.22022706456,0,33,1
55,7936.0160084907,1,0,0
32,4676.59081704915,0,35,0
56,1326.24384877272,0,27,0
19,6533.94948970526,1,30,0
41,8553.9804699365,1,24,0
69,5063.20004910231,0,44,0
66,8048.64554828964,0,40,0
30,9229.59060710855,0,17,1
48,9149.51325277798,0,6,0
41,2816.51257514022,1,22,1
23,5299.89275499247,1,20,0
19,8438.73530277051,1,43,0
47,2250.97293662839,0,25,1
29,3251.86502584256,1,11,0
43,4991.94999341853,1,22,1
58,4020.6278944388,0,42,0
58,7973.18651992828,1,40,0
61,4306.86238594353,1,17,1
68,8298.95408800803,1,8,1
19,5706.78580296226,0,28,0
55,9173.66046388634,0,42,0
60,4802.33093374409,0,49,0
58,5261.89652760513,0,25,0
68,2232.53495828249,0,27,0
63,9485.0727613084,0,40,1
29,3683.45537874848,1,29,1
18,2937.04739166424,1,12,0
44,4652.21197414212,0,3,0
51,1033.18570018746,0,48,1
67,5871.73687550239,0,43,1
56,6314.43762546405,0,37,0
45,7175.46960734762,0,18,0
22,5372.64644447714,1,5,0
64,7884.07811964862,1,28,0
46,1865.00126356259,1,50,1
38,3253.3570046071,0,22,0
22,5993.51386073977,1,6,1
29,6409.96033581905,0,13,0
53,1973.90165482648,1,14,0
46,2343.63443194889,1,48,1
21,2815.63798221759,1,19,1
57,2360.75252247974,0,29,1
42,9272.19874830917,0,11,1
18,9091.26436710358,0,16,0
43,1010.02275920473,1,40,0
69,5030.28744808398,1,7,1
33,6629.09022415988,1,17,1
32,3122.69940553233,0,32,1
31,3914.98665744439,1,22,0
27,7721.63836169057,0,28,0
45,3402.27406425402,0,30,0
65,6917.17930184677,1,17,0
31,5967.63541572727,1,1,1
30,8018.68932205252,1,17,1
25,3831.88884239644,1,35,0
44,7702.52873725258,1,20,0
35,3670.24029628374,0,26,0
32,6677.21865535714,1,26,1
51,1743.97761654109,1,7,0
38,1538.89973741025,0,14,0
42,9506.03115279227,1,29,0
28,4624.1054055281,1,48,0
18,8356.31088353693,0,13,0
30,5626.12614315003,0,33,0
57,1920.65695184283,0,44,0
25,5665.889183525,1,46,0
35,4392.13977032341,1,24,1
56,4756.54070987366,1,9,0
41,7706.59435214475,1,28,1
62,8465.56222299114,1,50,0
32,3579.27460246719,0,18,1
57,7957.54146506079,1,50,0
43,5661.04102996178,0,18,0
33,6462.06589834765,1,28,0
63,5919.41839409992,1,20,0
41,2652.76205725968,1,11,0
65,9536.57917282544,0,22,0
61,2151.16023202427,1,13,0
49,2946.06252457015,0,0,0
33,7641.93866448477,1,45,0
60,8006.06434023939,0,6,0
22,4445.9458491765,1,27,0
21,3488.04668709636,1,5,1
43,9752.07411265001,1,47,0
31,4519.79142613709,0,4,1
25,6987.31527267955,0,46,0
39,5321.29831472412,1,45,0
32,4910.77556740493,0,0,0
47,6602.87458566017,1,34,1
60,9151.76909952424,0,47,0
48,5883.41631158255,1,5,0
69,3839.03887611814,1,40,1
27,3835.97414009273,1,47,1
36,6742.05639585853,1,4,0
49,5454.36664135195,1,30,0
22,8080.7779931929,1,39,0
18,6399.2608091794,0,18,0
29,3771.00201672874,0,33,0
35,6958.40187044814,0,21,0
23,9367.36263148487,0,3,0
68,1808.74038301408,0,0,0
32,6639.98709223233,1,17,1
48,4713.36062322371,1,47,1
67,9910.19744821824,0,16,1
41,9677.75768437423,1,18,1
59,1288.61379949376,1,1,0
50,3564.49015950784,1,34,0
47,5052.35506710596,1,1,1
46,5686.6253183689,0,1,0
23,3760.39289310575,0,1,0
57,8562.77582095936,0,2,0
38,4064.06173482537,1,8,0
42,2001.22735486366,0,33,1
58,9075.0765001867,1,25,0
49,1841.91735973582,0,48,1
67,4667.57503873669,1,14,0
32,8911.33520030417,0,40,0
25,6766.81716646999,0,28,1
39,7615.87615287863,0,24,1
39,8535.28753714636,0,34,1
54,2211.43438247964,0,15,1
67,1291.42284975387,0,27,0
25,9372.33342276886,0,6,0
69,1016.84693596326,0,49,0
37,8589.35715141706,0,8,1
53,3032.1873256471,0,24,1
58,9639.10118304193,0,21,0
28,8122.6892566774,1,46,0
48,2018.91689840704,1,10,1
33,2642.99017260782,0,35,0
27,8661.04318550788,1,31,0
53,3533.07721926831,1,9,1
50,5851.88217530958,0,8,0
28,4047.68989770673,1,36,0
19,1251.08721642755,0,13,0
25,2367.37890727818,1,13,0
40,2790.50996899605,1,4,0
62,9583.28381204046,1,7,0
67,7929.70997374505,0,0,0
59,9458.10136850923,0,9,0
46,8006.58649089746,0,30,1
48,3192.11425608955,0,38,0
69,1631.49438495748,1,39,0
38,2162.90727863088,0,46,1
68,5545.53264169954,1,48,0
21,7307.26708029397,1,38,0
62,1280.41463228874,0,19,0
32,5380.72237884626,0,24,0
52,8308.01869719289,1,38,0
67,1395.65201266669,0,43,0
49,7199.13154607639,0,23,1
21,4771.5878249146,0,15,1
35,9637.18976755626,1,7,0
61,3804.05512358993,0,36,1
34,4569.94895264506,1,16,1
60,7615.01493328251,0,41,1
27,7222.38442278467,1,45,0
64,8611.85461748391,1,45,1
37,3208.9914130047,0,10,0
33,2807.1776391007,0,13,1
48,2466.16391092539,0,6,0
53,3922.58573067375,0,42,0
63,8529.66791531071,0,7,0
23,9643.67934921756,1,50,1
22,8398.7096468918,1,46,1
51,3972.21902990714,1,25,1
37,6666.03682143614,1,49,0
30,4320.834584767,0,42,0
39,7084.38864769414,0,1,0
28,4617.19562648796,0,24,1
19,6619.20518800616,1,47,1
54,7007.69121618941,1,10,1
46,6929.05673733912,1,18,0
20,4942.63431383297,1,19,0
22,6175.78773084097,1,17,0
21,8037.29992359877,0,37,1
36,1841.64527477697,0,15,1
64,2701.16463536397,1,20,0
22,1204.16396041401,0,36,0
35,3131.09514932148,0,34,1
41,1843.53742864914,0,11,1
31,4043.10997342691,1,1,0
26,9043.46681782044,0,39,0
47,4373.30406019464,1,14,1
46,2182.62830004096,1,22,0
28,1444.01917303912,0,36,1
48,7532.06107951701,1,9,0
52,7279.14782776497,0,15,0
60,8088.66187091917,0,16,1
67,5201.53134129941,0,11,0
69,6156.51862183586,0,11,0
55,1333.28403974883,1,23,0
18,6642.60761253536,0,39,1
23,2711.49405906908,1,47,1
43,7680.82198221236,0,35,0
21,1083.44624028541,1,3,0
35,9489.58243895322,1,13,0
60,5051.48023110814,0,25,1
69,5492.98732890747,0,43,1
60,8320.42548968457,0,40,0
39,4408.55693258345,1,10,0
63,2592.80851879157,0,0,1
47,3399.41758289933,0,36,0
23,3381.52285665274,1,23,0
21,8433.26065433212,1,9,0
29,2903.98665517569,1,21,0
65,5868.02038154565,0,40,0
70,6886.02391025051,0,2,0
46,8755.28241693974,0,4,0
70,3211.02690580301,1,0,0
59,1794.84117170796,0,1,0
27,9933.22716723196,0,9,1
69,3918.46352117136,1,36,0
24,3011.2498679664,0,42,1
24,4608.7353923358,0,5,0
57,7904.97477422468,1,10,1
56,7240.08220992982,0,32,0
40,7965.58709256351,1,11,0
65,7691.06151419692,0,42,0
57,2786.23479185626,1,1,0
52,4732.6818802394,1,19,0
23,2408.69346307591,1,17,0
58,6307.19151627272,1,44,0
48,2198.18418612704,1,13,1
19,2112.10226896219,0,36,0
62,4318.13644175418,1,5,0
67,9810.67283591256,1,3,0
47,6085.60970751569,1,11,0
18,4581.67611947283,0,26,1
64,7776.40694705769,0,35,1
25,5148.05172081105,0,46,1
60,5193.26409208588,1,45,0
62,4257.8540162649,0,32,0
59,1739.44368166849,1,30,0
37,2442.96354055405,0,7,0
62,7827.02900492586,0,10,0
58,8267.99878082238,0,3,0
54,3376.78239168599,0,12,0
52,1311.90152396448,1,37,1
58,5901.06255421415,1,24,1
69,4374.28870121948,1,13,0
18,9683.73833782971,0,0,0
26,5947.07685150206,1,48,0
48,6512.81759492122,0,49,1
23,1638.2573696319,1,23,0
59,8011.7682274431,1,21,1
23,8716.18977584876,0,18,1
28,8809.11997822113,0,19,1
49,3833.55196705088,0,3,0
21,1395.74787649326,0,46,1
28,7707.2471473366,0,7,0
29,2138.03265453316,0,38,0
42,1311.03921472095,0,2,0
44,5176.0017699562,1,40,0
33,4512.54145498388,0,23,0
38,8228.6778439302,0,19,1
48,5743.01629234105,0,48,0
35,3702.31217355467,1,18,1
51,1795.57526297867,0,30,0
35,7635.32667979598,0,19,0
25,8389.68621380627,1,37,1
46,2409.49395787902,0,37,0
54,6466.52681007981,0,9,0
58,7333.36351974867,0,32,1
52,5160.78859055415,1,31,1
55,7932.39760375582,0,13,0
63,6136.82009954937,1,3,0
54,7753.6749385763,1,5,1
51,5306.52926303446,1,5,0
44,8951.7608678434,0,15,0
58,7737.96100122854,0,29,0
21,3749.37448324636,1,14,0
47,6150.36627347581,0,7,1
70,5261.12461718731,0,42,0
29,9442.45355180465,1,39,0
18,5831.60553639755,0,5,0
50,4046.52569955215,1,37,0
67,4149.06256040558,1,23,1
43,8281.24498738907,0,46,0
49,8177.04688571393,0,46,1
29,6004.52710944228,0,42,0
28,5027.02017384581,0,31,0
46,9862.14444367215,1,28,0
43,3784.63330888189,0,24,0
29,5599.15375290439,0,39,0
45,4828.52797699161,1,40,1
48,5959.55058815889,0,7,1
28,2773.67016393691,0,42,1
32,4259.73984808661,0,10,0
45,9941.44499045797,0,49,1
40,1166.04630439542,1,13,1
22,1407.25223137997,1,46,0
44,1217.78668835759,0,15,1
38,2713.91658624634,0,47,0
37,5013.06530251168,0,31,0
35,1785.63918732107,0,19,0
70,5830.54765849374,0,41,1
52,6281.45430632867,1,13,0
68,3205.12808905914,0,1,1
39,1867.41156154312,1,44,0
66,7578.52900121361,1,15,0
44,4725.38526169956,1,2,0
